item_sku,rec_sku,similarity_score
TMMS13,TMMS9,57.75
IPSM18,IPSM21,86.82
IPSM18,IPSM15,83.57
IPSM18,IPSM22,81.23
IPSM18,IPLM14C,66.29
IPSM18,IPLM12C,65.14
IPSM18,IPLM16C,63.41
IPSM18,IPLM17C,61.53
IPSM18,IPLM19C,60.08
IPSM18,IPLM15C,59.22
IPSM18,IPLM13C,57.9
PBN15,PBN11,55.22
PBN15,PKN9,52.47
PBN15,FZ4B,52.38
PBN15,MAGTRAY,51.81
PBN15,PSN500,51.71
PBN15,ECPRM052,49.36
PBN15,PBN10,49.03
PBN15,PPK300,47.49
PBN15,KASS13,46.63
PBN15,XDHFM606K1,46.5
AWBSGM25A,LDTF2,49.45
AWBSGM25A,BLPH1212,47.7
AWBSGM25A,CTDFL861,47.63
AWBSGM25A,CTINF9010,47.26
AWBSGM25A,EFPSHRED,45.92
AWBSGM25A,BLSWH100,45.59
AWBSGM25A,AYESSETC,43.77
AWBSGM25A,AWSGT25A,43.72
AWBSGM25A,AWTEFTP11K,43.41
AWBSGM25A,KHP415PBO,42.98
R3640SA,BLPPKS5,81.05
R3640SA,AWCG1616B,67.48
R3640SA,R3436A,65.4
R3640SA,AWXL13-5/32,60.26
R3640SA,AWS13-5,56.22
R3640SA,KRSC2460PWZ7,55.99
R3640SA,AWS13-8,54.4
R3640SA,S9614A,54.17
R3640SA,RBM78C,53.11
R3640SA,AWBSGM2A,52.81
315AN,314SCOA,50.86
315AN,AWSGT50A,47.38
315AN,TA50,43.34
315AN,TA32A,42.55
315AN,AWSG24A,42.04
315AN,IPL34C,42.02
315AN,IPL32C,41.83
315AN,IM120A,41.47
315AN,PH1050,40.92
315AN,PKNC301,40.51
AWTEFTP11K,PPSG205,56.62
AWTEFTP11K,AWS13-5,55.59
AWTEFTP11K,AWBCG1624,54.44
AWTEFTP11K,S9614A,54.35
AWTEFTP11K,AWCGT7,53.81
AWTEFTP11K,AWT25A,53.71
AWTEFTP11K,LDTF2,53.68
AWTEFTP11K,AW18D,53.06
AWTEFTP11K,SGDE215ESD,52.6
AWTEFTP11K,AWBSGM2A,52.36
TMA8E,TMA4.5E,72.31
TMA8E,TMA7E,71.1
TMA8E,TMA6E,69.07
TMA8E,XS1416A,66.92
TMA8E,TM408,65.64
TMA8E,TMA5E,64.75
TMA8E,AWL7D,63.3
TMA8E,YA6930,63.22
TMA8E,XS2226A,62.78
TMA8E,AWL4D,61.5
USS103,PPC1A,50.81
USS103,LBUK1,50.37
USS103,PPSG4,49.01
USS103,BLPHSM1425,47.68
USS103,CS1,47.34
USS103,MS3000,45.85
USS103,FZ4B,44.87
USS103,AWEFBH9K,44.39
USS103,PKN90,43.56
USS103,AWSG800A,43.32
S321,VO1820B,71.18
S321,S261,70.63
S321,XS1214A,69.46
S321,VO1012B,66.94
S321,AWXL13-1/16,66.69
S321,VO2224B,65.74
S321,AW050D,65.53
S321,VO1416B,65.37
S321,AWML3D,64.76
S321,R2428C,63.49
FBST338GRN,SEPPROK1PCM,57.42
FBST338GRN,AWMXL10-4,53.61
FBST338GRN,AWM4D,48.94
FBST338GRN,BLPH1425,48.23
FBST338GRN,CTNIB761K2,47.84
FBST338GRN,AWS13-7,46.26
FBST338GRN,AWM10D,45.96
FBST338GRN,OFWHD1,45.81
FBST338GRN,PPSG206,45.21
FBST338GRN,AWBSG10A,44.92
AWBCG1624,AWBCG1620,87.25
AWBCG1624,AWSGM2.5A,71.95
AWBCG1624,AWS13-8,70.75
AWBCG1624,AWCGT45,70.59
AWBCG1624,PPK20,68.3
AWBCG1624,AWBSG06A,67.92
AWBCG1624,OFC68-14,67.89
AWBCG1624,AWBSGM2A,67.74
AWBCG1624,AWCGT7,67.09
AWBCG1624,AWSGM8A,67.07
RBM1415C,RBM1011C,91.5
RBM1415C,RBM1618C,89.61
RBM1415C,RBM1719C,86.94
RBM1415C,RBM910C,82.78
RBM1415C,RBM1213C,69.75
RBM1415C,RBM78C,58.47
RBM1415C,RBM78SC,56.98
RBM1415C,R2428C,56.42
RBM1415C,R1012C,55.45
RBM1415C,RBM1011SC,53.98
BLPHL3810,AWT10A,65.11
BLPHL3810,BLPHS1414,56.03
BLPHL3810,BLPHL145,55.34
BLPHL3810,AWMCG16025B,54.95
BLPHL3810,BLPH123,54.85
BLPHL3810,BLPH1210,54.42
BLPHL3810,OFC74762-15,54.08
BLPHL3810,AWMCG1604B,54.02
BLPHL3810,PKN3,53.65
BLPHL3810,BLPTS1410,53.54
AWBCG1610,GAW1910,81.9
AWBCG1610,GAW1906,73.94
AWBCG1610,AWBCG1608,70.18
AWBCG1610,AWXL13-7/32,66.11
AWBCG1610,S9538A,64.71
AWBCG1610,AWBSG06A,64.7
AWBCG1610,OFC68-14,63.98
AWBCG1610,AWSGT7A,63.7
AWBCG1610,XS1012A,62.74
AWBCG1610,AWBCG1609,62.69
BLPH1414,BLPH14964,84.82
BLPH1414,BLPH14732,82.65
BLPH1414,BLPH14316,80.98
BLPH1414,BLPH14532,77
BLPH1414,BLPH1418,68.52
BLPH1414,BLPT1427,64.61
BLPH1414,BLPT3840,64.37
BLPH1414,BLPT148,63.95
BLPH1414,BLPT1415,61.76
BLPH1414,BLPHL146,60.1
BLPSM146,BLPSM1411,98.02
BLPSM146,BLPSM144,97.17
BLPSM146,BLPSM149,96.78
BLPSM146,BLPSM145,96.74
BLPSM146,BLPSM147,95.9
BLPSM146,BLPSM1412,95.64
BLPSM146,BLPSM1413,95.17
BLPSM146,BLPSM1410,89.63
BLPSM146,BLPSM148,89.3
BLPSM146,BLPH1234,47.93
LDH562,LDH362,76.96
LDH562,LDH602,76.58
LDH562,LDH522,76.05
LDH562,LDH462,73.53
LDH562,LDH442,72.66
LDH562,LDH402,71.91
LDH562,LDH482,69.41
LDH562,LDH422A,64.83
LDH562,LDH342,59.3
LDH562,SIM200,55.24
AW20D,AW24D,82.71
AW20D,AW18D,78.69
AW20D,AW050D,75.64
AW20D,AW10D,74.39
AW20D,TMMD5,70.68
AW20D,AWM17D,70.52
AW20D,AWT9A,68.53
AW20D,AW3-1/2D,66.96
AW20D,AWML3D,65.43
AW20D,AWML2D,63.63
AWBSGM4A,AWBSG06A,81.59
AWBSGM4A,AWBCG1609,77.8
AWBSGM4A,AWCG1609B,77.21
AWBSGM4A,AWSGT7A,77.07
AWBSGM4A,AWT25A,76.74
AWBSGM4A,SGTT8B,75.14
AWBSGM4A,OFC68-14,74.47
AWBSGM4A,AWBSG16A,73.88
AWBSGM4A,AWXL13-7/32,72.42
AWBSGM4A,AWBCG1608,72.02
XFRR704,AWBS13,68.81
XFRR704,314SCOA,58.6
XFRR704,TRSLF72,57.18
XFRR704,PPB30AK,55.46
XFRR704,XFR704,55.32
XFRR704,PBMP12A,54.17
XFRR704,AWMBS9,53.76
XFRR704,307ESAY,52.76
XFRR704,PPC6LB,52.16
XFRR704,AWSG800A,51.49
RBM1213C,RBM1011C,71.07
RBM1213C,RBM1415C,69.75
RBM1213C,RBM1618C,65.57
RBM1213C,RBM1719C,64.21
RBM1213C,RBM910C,61.34
RBM1213C,R2428C,59.68
RBM1213C,R1012C,50.49
RBM1213C,RBM78C,47.97
RBM1213C,AWS13-4,47.4
RBM1213C,R2022C,45.51
TES8B,AWML4D,52.78
TES8B,AWML2.5D,50.4
TES8B,AWS13-2,49.05
TES8B,TMA4E,48.48
TES8B,TM77,47.68
TES8B,AWML2D,47.13
TES8B,TMA5E,47.12
TES8B,14V12,46.26
TES8B,AWML3D,45.85
TES8B,AWCG1606B,44.21
TMMD6,TMMD7,79.76
TMMD6,TMMD11,72.63
TMMD6,TMMD5,67.7
TMMD6,TMMD12,66.9
TMMD6,TMMD8,64.56
TMMD6,US710,64.43
TMMD6,PKN10,63.99
TMMD6,PKN4,61.19
TMMD6,AWSGT27A,60.79
TMMD6,GAW1910,59.31
LDH462,LDH362,89.93
LDH462,LDH402,89.4
LDH462,LDH442,88.52
LDH462,LDH422A,83.07
LDH462,LDH562,73.53
LDH462,LDH342,73.43
LDH462,LDH482,72.78
LDH462,LDH522,71.86
LDH462,LDH602,63.28
LDH462,XS1820A,56.23
VO2224B,VO1012B,91.72
VO2224B,VO1416B,90.56
VO2224B,VO1820B,89.4
VO2224B,AW050D,74.01
VO2224B,VO2628B,72.97
VO2224B,S261,72.28
VO2224B,AW3-1/2D,67.54
VO2224B,XS1416A,66.37
VO2224B,XS2024A,65.9
VO2224B,S321,65.74
TMMS4,TMMS4.5,84.83
TMMS4,TMMS9,55.64
TMMS4,TMMS5.5,55.38
TMMS4,TMMS6,55.28
TMMS4,TMMDS4.5,53.87
TMMS4,BLPH1210,53.68
TMMS4,TMMS13,51.13
TMMS4,LDTM3812,51.09
TMMS4,TMC106E,50.63
TMMS4,PBN5,50.44
BLPTS1425,BLPHSM148,71.19
BLPTS1425,BLPHSM147,69.21
BLPTS1425,BLPHSM146,61.52
BLPTS1425,BLPTS1420,60.85
BLPTS1425,BLPHSM144,58.13
BLPTS1425,BLPTS1410,57.85
BLPTS1425,BLPHSM143,57.83
BLPTS1425,BLPTS1427,57.71
BLPTS1425,BLPHSM1410,55.84
BLPTS1425,BLPHSM145,55.63
BLPHSM144,BLPHSM147,84.2
BLPHSM144,BLPHSM1410,82.64
BLPHSM144,BLPHSM146,82.26
BLPHSM144,BLPHSM148,78.46
BLPHSM144,BLPHSM145,74.73
BLPHSM144,BLPHSM143,70.43
BLPHSM144,BLPTS1427,65.88
BLPHSM144,AWSGT27A,65.38
BLPHSM144,BLPTL1410,62.08
BLPHSM144,BLPTS1420,60.65
BLPH125,BLPH387,91.7
BLPH125,BLPH389,90.08
BLPH125,BLPH386,87.24
BLPH125,BLPH124,82.94
BLPH125,BLPH126,80.91
BLPH125,BLPH388,80.16
BLPH125,BLPH3810,79.07
BLPH125,BLPH3838,71.95
BLPH125,BLPH38732,69.59
BLPH125,BLPHM1212,67.81
SWM231,SWM241,90.38
SWM231,SWM201,86.98
SWM231,SWM221,84.5
SWM231,SWM211,82.84
SWM231,SWM191,82.42
SWM231,SWM291,81.2
SWM231,SWM161,79.86
SWM231,SWM181,79.7
SWM231,SWM281,79.69
SWM231,SWM251,75.88
PBN2,PBN1,65.83
PBN2,PBN5,60.41
PBN2,SGDEL10ESD,55.89
PBN2,SGA1711BR,54.67
PBN2,PKN9,54.56
PBN2,AWTEFBH11K,52.65
PBN2,AWMEFBH10K,52.4
PBN2,AWEFBH11K,51.31
PBN2,PPSG106,50.06
PBN2,PCSG816,48.14
IMSLEPL240,BOERM24,56.46
IMSLEPL240,IMFLE120A,55.75
IMSLEPL240,BLPTE1220,53.85
IMSLEPL240,BLPTE144,52.53
IMSLEPL240,BLPTE1218,52.48
IMSLEPL240,BLPTE147,52.18
IMSLEPL240,FTXB55E,51.09
IMSLEPL240,BLPHSM146,50.3
IMSLEPL240,BLPTE1222,50.1
IMSLEPL240,IMFLE80A,49.2
SW261,SW361,81.47
SW261,SW321,81.04
SW261,SW281,79.82
SW261,SW181A,77.42
SW261,SW301,77.09
SW261,SW241,76.06
SW261,SW221,73.69
SW261,TW281,71.53
SW261,TW261,67.42
SW261,SW201,66.81
CTDFL861,CTSG861DB,61.64
CTDFL861,CLRPW75,57.62
CTDFL861,CTQ838DB,54.45
CTDFL861,CTINF9010,51.05
CTDFL861,TMMS11,50.72
CTDFL861,CTLUV761,49.03
CTDFL861,ECPRL092,48.89
CTDFL861,ASGP2BR,47.72
CTDFL861,AWBSGM25A,47.63
CTDFL861,CTCO861K2,45.65
SW141A,SW161A,66.04
SW141A,SW261,62.64
SW141A,TW121A,57.31
SW141A,SW361,54.86
SW141A,TMA3.5E,53.21
SW141A,SW241,51.36
SW141A,SW181A,51.28
SW141A,SW201,49.89
SW141A,SW281,49.39
SW141A,SW301,48.98
SEPPREENTRY,AYESCRD,63.41
SEPPREENTRY,BLP14CONV,52.46
SEPPREENTRY,SEPDIESELADD,48.92
SEPPREENTRY,SEPABODYADD,48.84
SEPPREENTRY,BLP10MHVLP,48.4
SEPPREENTRY,AT475A,47.18
SEPPREENTRY,HPR400,46.91
SEPPREENTRY,BLP15HVLP,46.84
SEPPREENTRY,AWBSG06A,46.59
SEPPREENTRY,KRSC2460PWZ7,44
R1011C,R1012C,76.42
R1011C,R1618C,76.11
R1011C,R810C,74.56
R1011C,R2426C,73.15
R1011C,R1214C,71.97
R1011C,R2022C,68.56
R1011C,R2830C,68.09
R1011C,STMD7,62.87
R1011C,R2428C,62.78
R1011C,TM77,61.71
IPLM13C,IPLM15C,84.3
IPLM13C,IPLM16C,81
IPLM13C,IPLM12C,78.05
IPLM13C,IPLM11C,77.28
IPLM13C,IPLM17C,75
IPLM13C,IPLM18C,74.57
IPLM13C,IPLM19C,74.44
IPLM13C,IPLM22C,73.86
IPLM13C,IPLM14C,69.98
IPLM13C,IPLM10C,69.47
ATI590SMKSP1,ATI590RGK-4X,62.38
ATI590SMKSP1,ATKIFL,51.94
ATI590SMKSP1,AWS13-6,42.47
ATI590SMKSP1,SDG10S25F,42.14
ATI590SMKSP1,PT450-WH,41.11
ATI590SMKSP1,SEPACAO,40.83
ATI590SMKSP1,AWCG1606B,38.98
ATI590SMKSP1,HP650,35.64
ATI590SMKSP1,TL900L,35.24
ATI590SMKSP1,SDG03S25,35
AWSGT9A,AWSGT8A,88.51
AWSGT9A,AWSGT6A,73.91
AWSGT9A,AWSGT50A,68.81
AWSGT9A,OFC68-14,68.65
AWSGT9A,AWSGT7A,68.11
AWSGT9A,AWS13-5,63.38
AWSGT9A,AWBSG06A,62.5
AWSGT9A,AWT9A,61.68
AWSGT9A,AWXL13-7/32,60.55
AWSGT9A,FIH500,60.28
AWCGT27,AWCGT25,85.47
AWCGT27,AWBMCG1604,78.16
AWCGT27,AWCGT30,77.85
AWCGT27,AWCGT20,72.97
AWCGT27,AWCG1612B,71.79
AWCGT27,AWCGT40,71.34
AWCGT27,AWCGT15,70.86
AWCGT27,AWBMCG1603,65.6
AWCGT27,CS1,65.57
AWCGT27,AWCGT45,56.8
AWCGT25,AWCGT27,85.47
AWCGT25,AWBMCG1604,79.49
AWCGT25,AWCGT20,79.43
AWCGT25,AWCG1612B,79.26
AWCGT25,AWCGT15,78.37
AWCGT25,AWBMCG1603,73.27
AWCGT25,AWBMCG1605,62.6
AWCGT25,AWCGT30,56.77
AWCGT25,SF121,54.87
AWCGT25,TMD8,53.27
AWXL13-050,AWXL13-1/16,82.24
AWXL13-050,AWML2.5D,73.63
AWXL13-050,AWML4D,70.38
AWXL13-050,AWML3D,69.81
AWXL13-050,AWML2D,65.14
AWXL13-050,AW050D,64.22
AWXL13-050,R2428C,62.28
AWXL13-050,S321,60.57
AWXL13-050,AWBCG1606,60.27
AWXL13-050,AWCG1616B,58.73
TMU161A,TMU141A,95.73
TMU161A,TMU181A,92.22
TMU161A,TMU81B,90.94
TMU161A,TMU121A,88.96
TMU161A,TMU101A,81.8
TMU161A,STMD18,77.28
TMU161A,F081,71.27
TMU161A,F201,69.97
TMU161A,F241,68.93
TMU161A,TMD18,68.76
SHP253438,BLP10MHVLP,72.04
SHP253438,14V12,71.5
SHP253438,BLP13HVLP,66.98
SHP253438,14V,66.84
SHP253438,AT408,65.87
SHP253438,BF775C-A,63.43
SHP253438,VGP12509,63.08
SHP253438,BLP18HVLP,61.05
SHP253438,AT425R,60.56
SHP253438,YA109C,60.28
BLPPKS5,R3640SA,81.05
BLPPKS5,AWCG1616B,55.29
BLPPKS5,RBM78C,52.17
BLPPKS5,R3436A,50.47
BLPPKS5,AWXL13-5/32,49.17
BLPPKS5,RBM1011C,48.95
BLPPKS5,AWMEF10K,47.68
BLPPKS5,R3032C,46.79
BLPPKS5,R2630C,46.38
BLPPKS5,AWEF11K,44.5
AWEFBH9K,TM5,62.05
AWEFBH9K,SSM5A,53.55
AWEFBH9K,MTTL310,52.48
AWEFBH9K,PKN9,51.51
AWEFBH9K,PKN2,51.2
AWEFBH9K,PPK300,51.2
AWEFBH9K,TM77,49.9
AWEFBH9K,SDM252C,49.02
AWEFBH9K,SDM251C,47.95
AWEFBH9K,SGDMRC4-TM4,47.9
BLPHS1414,TMA4.5E,71.37
BLPHS1414,BLPH1219,67.38
BLPHS1414,AWBSG12A,66.25
BLPHS1414,AW10D,65.22
BLPHS1414,PKN2,60.05
BLPHS1414,AW12D,57.77
BLPHS1414,AW5D,57.47
BLPHS1414,BLPH1234,57.02
BLPHS1414,FABLM5E,56.1
BLPHS1414,BLPHL3810,56.03
IPL26C,IPL32C,86.44
IPL26C,IPL28C,77.75
IPL26C,IPL20C,66.45
IPL26C,IPL42C,66.05
IPL26C,IPL38C,64.66
IPL26C,IPL16C,64.17
IPL26C,IPL40C,62.54
IPL26C,IPL22C,62.44
IPL26C,AWSGT40A,61.74
IPL26C,IPL34C,59.56
BLPHM1212,BLPH388,72.96
BLPHM1212,BLPH389,71.53
BLPHM1212,BLPH387,68.48
BLPHM1212,BLPH125,67.81
BLPHM1212,BLPH3810,66.04
BLPHM1212,BLPH386,63.31
BLPHM1212,AWMEF6K,60.31
BLPHM1212,BLPH38516,59.01
BLPHM1212,BLPH1234,58.34
BLPHM1212,BLPH38732,56.44
TM84,STMD7,65.01
TM84,STMD6,62.44
TM84,R1214C,61.47
TM84,SF241,60.87
TM84,TMD14,59
TM84,R810C,58.66
TM84,STMD12,58.6
TM84,STMD11,58.35
TM84,TMD11,57.88
TM84,STMD14,57.3
BLPTE1224,BLPTE1222,87.53
BLPTE1224,BLPTE1220,78.22
BLPTE1224,BLPTE1218,69.46
BLPTE1224,BLPTE148,61.58
BLPTE1224,BLPTE146,59.73
BLPTE1224,BLPTE145,54.32
BLPTE1224,BLPT1260,51.19
BLPTE1224,BLPT3850,49.18
BLPTE1224,BLPTE3810,48.99
BLPTE1224,BLPT1255,48.71
BLPT148,BLPT149,87
BLPT148,BLPT1410,86.9
BLPT148,BLPT1427,85.04
BLPT148,BLPT147,83.23
BLPT148,BLPT1420,81.89
BLPT148,BLPT1425,81.67
BLPT148,BLPT1415,81.29
BLPT148,BLPT1430,80.52
BLPT148,BLPT1260,80.25
BLPT148,BLPT3840,79.86
BLPH1219,FM10,67.96
BLPH1219,BLPHS1414,67.38
BLPH1219,FABLM5E,57.93
BLPH1219,TMA4.5E,53.59
BLPH1219,TW301,53.55
BLPH1219,STX70E,52.55
BLPH1219,TW461,52.02
BLPH1219,BB9008,51.42
BLPH1219,FLE140A,50.77
BLPH1219,BLPH388,49.65
EETH311,SEPACTEST,61.16
EETH311,OFC74762-15,59.4
EETH311,AWS13-5,57.75
EETH311,MSL59261,57.39
EETH311,SEPACREPAIR,54.98
EETH311,SEPHVACAO,53.16
EETH311,KHP415PBO,51.26
EETH311,S9614A,49.75
EETH311,AW8D,49.23
EETH311,FCT706,49.12
AWMG9-9,AWS13-6,79.73
AWMG9-9,AWS13-4,70.37
AWMG9-9,AWTR8-5,68.63
AWMG9-9,AWTR8-4,65.87
AWMG9-9,AWS13-3,55.69
AWMG9-9,AWMG9-8,51.61
AWMG9-9,RBM1011C,43.18
AWMG9-9,AWSGM4A,42
AWMG9-9,RBM910C,41.74
AWMG9-9,AWSGM3A,41.5
14V12,14V,78.84
14V12,BF775C-A,78.23
14V12,GA243,72.17
14V12,SHP253438,71.5
14V12,AT425R,70.87
14V12,AT408,69.78
14V12,VGP22418,66.12
14V12,VGP12509,66.05
14V12,VGP12418,63.24
14V12,VGP12808,63.01
US711,S9614A,66.77
US711,AWBMCG1603,65.75
US711,PKN3,65.47
US711,AWM17D,64.4
US711,US710,63.94
US711,AW18D,62.68
US711,LDTJT512,61.82
US711,OFC6567-14,60.41
US711,AWBSGM2A,59.54
US711,AWBSG12A,59.01
BOERM11,BOERM17,77.33
BOERM11,BOERM10,71.28
BOERM11,BOERM14,67.41
BOERM11,BOERM9,67.17
BOERM11,BOERM8,65.99
BOERM11,BOERM15,64.26
BOERM11,BOERM12,63.91
BOERM11,BOERM13,63.49
BOERM11,BOERM19,63.46
BOERM11,AWMG9-5,49.89
TW181A,TW161A,87.41
TW181A,TW141A,78.58
TW181A,TW201,77.91
TW181A,TW261,74.72
TW181A,TW221,73.31
TW181A,TW241,70.15
TW181A,TW281,69.11
TW181A,TW121A,66.13
TW181A,SOEXM150,58.4
TW181A,TWM18,57.44
AWSGT20A,AWSGT10A,81.29
AWSGT20A,AWSGT15A,72.33
AWSGT20A,TMMD5,55.84
AWSGT20A,AWXL13-050,55.08
AWSGT20A,AW20D,54.03
AWSGT20A,AWXL13-1/16,53.57
AWSGT20A,FS241,53.56
AWSGT20A,AWS13-7,53.29
AWSGT20A,GAW1909,53.14
AWSGT20A,AWSGT27A,53.14
PKNG90,PKN90,61.59
PKNG90,PCSG812,60.3
PKNG90,PKN9,53.91
PKNG90,PPSG206,53.9
PKNG90,AWTR8,53.81
PKNG90,PBN3,53.51
PKNG90,TMMS13,47.34
PKNG90,AWT10A,46.49
PKNG90,PBN5,46.37
PKNG90,PPSG4,46.01
AWTEFBH11K,AWMEFBH10K,82.64
AWTEFBH11K,AWEFBH11K,72.29
AWTEFBH11K,AWTPEF10K,72.05
AWTEFBH11K,AWM19D,52.74
AWTEFBH11K,PBN2,52.65
AWTEFBH11K,AWT9A,51.49
AWTEFBH11K,AWML2D,48.68
AWTEFBH11K,XS1820A,48.23
AWTEFBH11K,AW18D,47.84
AWTEFBH11K,PKNC301,47.34
BLPH1418,BLPH14732,72.08
BLPH1418,BLPH14316,71.79
BLPH1418,BLPH14964,71.59
BLPH1418,BLPH1414,68.52
BLPH1418,BLPH14532,68.47
BLPH1418,BLPH12716,66.62
BLPH1418,BLPH38732,66.49
BLPH1418,BLPH3838,64.6
BLPH1418,BLPHL38516,63.42
BLPH1418,BLPHL38732,62.75
BLPH14732,BLPH14316,89.23
BLPH14732,BLPH1414,82.65
BLPH14732,BLPH14964,76.59
BLPH14732,BLPH1418,72.08
BLPH14732,BLPH3838,70.14
BLPH14732,BLPH14532,68.41
BLPH14732,BLPHL38732,66.66
BLPH14732,BLPH38732,65.45
BLPH14732,BLPHL14316,61.55
BLPH14732,BLPHL38516,58.56
RBM1618C,RBM1415C,89.61
RBM1618C,RBM1719C,87.72
RBM1618C,RBM1011C,85.02
RBM1618C,RBM910C,79.33
RBM1618C,RBM1213C,65.57
RBM1618C,RBM78SC,56.77
RBM1618C,RBM1011SC,51.58
RBM1618C,R2428C,50.48
RBM1618C,BOERM14,49.69
RBM1618C,RBM78C,49.32
PBN1,PBN5,68.37
PBN1,PBN2,65.83
PBN1,PBN3,59.15
PBN1,UTV615A,56.68
PBN1,UTV614A,50.05
PBN1,ECSPH271G-L,49.43
PBN1,PKN9,49.4
PBN1,ECHDF042,49.38
PBN1,ECPRN062,49.17
PBN1,AWBMCG1605,46.54
ACTUVLITE4,RCR1,57.89
ACTUVLITE4,SEPBRKINSDIA,55.02
ACTUVLITE4,ASGP2BR,54.77
ACTUVLITE4,S8184,53.81
ACTUVLITE4,ACTUVPROKT,52.06
ACTUVLITE4,S61112,50.62
ACTUVLITE4,SEPQ122TEST,50.08
ACTUVLITE4,BTCP400,49.79
ACTUVLITE4,SEPACTEST,49.29
ACTUVLITE4,SEPACREPAIR,49.13
UTV614A,UTV615A,71.56
UTV614A,PBN1,50.05
UTV614A,TPMB25ORG,46.04
UTV614A,TMMDS6,44.77
UTV614A,AWT10A,43.17
UTV614A,VWB1C,42.74
UTV614A,SHP253438,42.28
UTV614A,CTCO861K2,42.12
UTV614A,AWMCG1605B,41.65
UTV614A,PBN3,41.47
TW161A,TW181A,87.41
TW161A,TW261,79.83
TW161A,TW201,78.41
TW161A,TW221,74.54
TW161A,TW121A,74.51
TW161A,TW281,74.33
TW161A,TW141A,73.96
TW161A,TW241,72.37
TW161A,TWM18,60.72
TW161A,SWM131A,60.3
OFWHD2,OFWHD1,79.89
OFWHD2,AWTR8-3,63.35
OFWHD2,AWTR8-7,62.41
OFWHD2,LDTJT512,60.85
OFWHD2,OFWHD3,59.37
OFWHD2,AWBSG06A,57.8
OFWHD2,AW3-1/2D,57.54
OFWHD2,SGTT8B,56.69
OFWHD2,AWMXL10-4,56.28
OFWHD2,BLPTS1450,55.45
BLPTL1255,BLPTL3840,88.15
BLPTL1255,BLPTL3850,87.63
BLPTL1255,BLPTL1415,84.89
BLPTL1255,BLPTL3845,82.87
BLPTL1255,BLPTL1425,82.68
BLPTL1255,BLPTL1260,79.4
BLPTL1255,BLPTL1410,78.25
BLPTL1255,BLPTL1427,78.17
BLPTL1255,BLPTL1420,78
BLPTL1255,BLPTL1430,75.96
TMMS5,TMMS9,74.84
TMMS5,TMMS5.5,70.71
TMMS5,TMMS6,67.28
TMMS5,TMMS7,57.51
TMMS5,TMMS15,55.2
TMMS5,TMMS11,55.18
TMMS5,BLPTS1440,50.85
TMMS5,PKN3,48.18
TMMS5,R2630C,47.27
TMMS5,OFC68-14,47.2
SGDEP20ESD,SGDEP200ESD,77.05
SGDEP20ESD,SGDEP21ESD,76.47
SGDEP20ESD,S261,56.1
SGDEP20ESD,TM408,56.03
SGDEP20ESD,XS2226A,54.96
SGDEP20ESD,SGDE220ESD,54.46
SGDEP20ESD,SGDE215ESD,52.78
SGDEP20ESD,CGG861DB,52.2
SGDEP20ESD,R1012C,51.96
SGDEP20ESD,GLOVE502BLB,51.83
SEPPROK1PWZ,AWBSGM4A,55.22
SEPPROK1PWZ,AWBSG12A,55.16
SEPPROK1PWZ,RBM78C,53.66
SEPPROK1PWZ,VWB2B,49.1
SEPPROK1PWZ,AWXL13-7/32,48.73
SEPPROK1PWZ,KRA1421PWZ,48.37
SEPPROK1PWZ,SGTT1B,48.14
SEPPROK1PWZ,AWBSG16A,47.99
SEPPROK1PWZ,AWSGM8A,47.9
SEPPROK1PWZ,SEPPROK1PC,47.21
ECPRN062,PKWSS53A,55.14
ECPRN062,PTM2,53.13
ECPRN062,TPMB25GRN,52.36
ECPRN062,GLASS90BYEAR,49.92
ECPRN062,ECSPH271O-L,49.68
ECPRN062,MTTL750,49.66
ECPRN062,MAGMAT,49.6
ECPRN062,PBN1,49.17
ECPRN062,MAGSTRIP,49.08
ECPRN062,TF1127B,48.41
AWSG12A,BLPH1210,58.1
AWSG12A,AWT10A,57.71
AWSG12A,AWCG1616B,56.29
AWSG12A,SDR6P26NK3,56.16
AWSG12A,PKN3,56.09
AWSG12A,PKNC050,55.12
AWSG12A,AWCG1608B,54.99
AWSG12A,PBN3,54.24
AWSG12A,SGA1712BR,53.92
AWSG12A,AWMCG1605B,53.12
PCSG820,PCSG816,81.41
PCSG820,PPSG105,63.71
PCSG820,PPSG103,61.22
PCSG820,PPSG106,55.75
PCSG820,CS1,55.6
PCSG820,PPSG206,54.23
PCSG820,PPSG205,50.99
PCSG820,PPSG203,50.78
PCSG820,ECSPL052,50.67
PCSG820,AWS13-12,47.12
TMC106E,TMC104E,84.79
TMC106E,TMP22E,72.18
TMC106E,TMP23E,71.85
TMC106E,TM82,70.95
TMC106E,S261,60.41
TMC106E,TMP12E,58.44
TMC106E,PKNC050,54.45
TMC106E,VO1820B,52.51
TMC106E,VO1416B,50.67
TMC106E,TMMS4,50.63
IPL20C,IPL22C,85.71
IPL20C,IPL16C,83.4
IPL20C,IPL18C,77.88
IPL20C,IPL24C,71.02
IPL20C,AW16D,70.86
IPL20C,AW14D,69.32
IPL20C,IPL26C,66.45
IPL20C,IPL28C,65.18
IPL20C,BLPHL1418,60.72
IPL20C,IM320,58.03
SDG03S25,SAG03S12,59.5
SDG03S25,14V12,57.8
SDG03S25,SAG10S18,55.08
SDG03S25,SAG03S20,54.7
SDG03S25,AT425R,54.13
SDG03S25,FSPK,52.31
SDG03S25,SRES22,50.99
SDG03S25,AT475A,50.78
